issue,prize,hundred,ten,unit
2022153,155,1,5,5
2022154,406,4,0,6
2022155,057,0,5,7
2022156,789,7,8,9
2022157,417,4,1,7
2022158,891,8,9,1
2022159,240,2,4,0
2022160,044,0,4,4
2022161,507,5,0,7
2022162,707,7,0,7
2022163,771,7,7,1
2022164,189,1,8,9
2022165,457,4,5,7
2022166,451,4,5,1
2022167,299,2,9,9
2022168,553,5,5,3
2022169,469,4,6,9
2022170,789,7,8,9
2022171,924,9,2,4
2022172,342,3,4,2
2022173,546,5,4,6
2022174,284,2,8,4
2022175,151,1,5,1
2022176,416,4,1,6
2022177,242,2,4,2
2022178,921,9,2,1
2022179,946,9,4,6
2022180,312,3,1,2
2022181,071,0,7,1
2022182,406,4,0,6
2022183,188,1,8,8
2022184,966,9,6,6
2022185,545,5,4,5
2022186,153,1,5,3
2022187,718,7,1,8
2022188,481,4,8,1
2022189,235,2,3,5
2022190,748,7,4,8
2022191,210,2,1,0
2022192,681,6,8,1
2022193,162,1,6,2
2022194,780,7,8,0
2022195,122,1,2,2
2022196,123,1,2,3
2022197,930,9,3,0
2022198,037,0,3,7
2022199,332,3,3,2
2022200,303,3,0,3
2022201,213,2,1,3
2022202,902,9,0,2
2022203,629,6,2,9
2022204,666,6,6,6
2022205,468,4,6,8
2022206,222,2,2,2
2022207,465,4,6,5
2022208,632,6,3,2
2022209,356,3,5,6
2022210,630,6,3,0
2022211,321,3,2,1
2022212,644,6,4,4
2022213,829,8,2,9
2022214,822,8,2,2
2022215,062,0,6,2
2022216,762,7,6,2
2022217,514,5,1,4
2022218,745,7,4,5
2022219,292,2,9,2
2022220,380,3,8,0
2022221,246,2,4,6
2022222,291,2,9,1
2022223,058,0,5,8
2022224,897,8,9,7
2022225,431,4,3,1
2022226,989,9,8,9
2022227,613,6,1,3
2022228,544,5,4,4
2022229,766,7,6,6
2022230,901,9,0,1
2022231,466,4,6,6
2022232,642,6,4,2
2022233,867,8,6,7
2022234,887,8,8,7
2022235,824,8,2,4
2022236,885,8,8,5
2022237,699,6,9,9
2022238,622,6,2,2
2022239,289,2,8,9
2022240,195,1,9,5
2022241,073,0,7,3
2022242,089,0,8,9
2022243,474,4,7,4
2022244,124,1,2,4
2022245,846,8,4,6
2022246,832,8,3,2
2022247,446,4,4,6
2022248,049,0,4,9
2022249,006,0,0,6
2022250,015,0,1,5
2022251,124,1,2,4
2022252,167,1,6,7
2022253,916,9,1,6
2022254,735,7,3,5
2022255,339,3,3,9
2022256,405,4,0,5
2022257,792,7,9,2
2022258,196,1,9,6
2022259,448,4,4,8
2022260,469,4,6,9
2022261,026,0,2,6
2022262,329,3,2,9
2022263,335,3,3,5
2022264,786,7,8,6
2022265,464,4,6,4
2022266,210,2,1,0
2022267,534,5,3,4
2022268,384,3,8,4
2022269,375,3,7,5
2022270,227,2,2,7
2022271,567,5,6,7
2022272,329,3,2,9
2022273,746,7,4,6
2022274,065,0,6,5
2022275,059,0,5,9
2022276,761,7,6,1
2022277,246,2,4,6
2022278,492,4,9,2
2022279,974,9,7,4
2022280,133,1,3,3
2022281,101,1,0,1
2022282,896,8,9,6
2022283,820,8,2,0
2022284,752,7,5,2
2022285,436,4,3,6
2022286,980,9,8,0
2022287,746,7,4,6
2022288,561,5,6,1
2022289,769,7,6,9
2022290,837,8,3,7
2022291,633,6,3,3
2022292,977,9,7,7
2022293,385,3,8,5
2022294,666,6,6,6
2022295,608,6,0,8
2022296,009,0,0,9
2022297,111,1,1,1
2022298,872,8,7,2
2022299,299,2,9,9
2022300,094,0,9,4
2022301,181,1,8,1
2022302,875,8,7,5
2022303,533,5,3,3
2022304,174,1,7,4
2022305,048,0,4,8
2022306,559,5,5,9
2022307,372,3,7,2
2022308,216,2,1,6
2022309,041,0,4,1
2022310,257,2,5,7
2022311,682,6,8,2
2022312,132,1,3,2
2022313,169,1,6,9
2022314,715,7,1,5
2022315,562,5,6,2
2022316,280,2,8,0
2022317,268,2,6,8
2022318,021,0,2,1
2022319,069,0,6,9
2022320,747,7,4,7
2022321,861,8,6,1
2022322,335,3,3,5
2022323,712,7,1,2
2022324,849,8,4,9
2022325,760,7,6,0
2022326,289,2,8,9
2022327,289,2,8,9
2022328,620,6,2,0
2022329,167,1,6,7
2022330,221,2,2,1
2022331,808,8,0,8
2022332,422,4,2,2
2022333,851,8,5,1
2022334,383,3,8,3
2022335,014,0,1,4
2022336,387,3,8,7
2022337,217,2,1,7
2022338,416,4,1,6
2022339,525,5,2,5
2022340,287,2,8,7
2022341,084,0,8,4
2022342,383,3,8,3
2022343,382,3,8,2
2022344,209,2,0,9
2022345,460,4,6,0
2022346,538,5,3,8
2022347,925,9,2,5
2022348,739,7,3,9
2022349,491,4,9,1
2022350,286,2,8,6
2022351,092,0,9,2
