issue,prize,hundred,ten,unit
2012246,571,5,7,1
2012247,114,1,1,4
2012248,940,9,4,0
2012249,575,5,7,5
2012250,999,9,9,9
2012251,108,1,0,8
2012252,892,8,9,2
2012253,893,8,9,3
2012254,679,6,7,9
2012255,404,4,0,4
2012256,092,0,9,2
2012257,355,3,5,5
2012258,794,7,9,4
2012259,081,0,8,1
2012260,457,4,5,7
2012261,686,6,8,6
2012262,506,5,0,6
2012263,436,4,3,6
2012264,092,0,9,2
2012265,865,8,6,5
2012266,100,1,0,0
2012267,446,4,4,6
2012268,630,6,3,0
2012269,153,1,5,3
2012270,521,5,2,1
2012271,656,6,5,6
2012272,973,9,7,3
2012273,706,7,0,6
2012274,567,5,6,7
2012275,361,3,6,1
2012276,179,1,7,9
2012277,911,9,1,1
2012278,663,6,6,3
2012279,954,9,5,4
2012280,063,0,6,3
2012281,096,0,9,6
2012282,010,0,1,0
2012283,154,1,5,4
2012284,560,5,6,0
2012285,605,6,0,5
2012286,044,0,4,4
2012287,231,2,3,1
2012288,576,5,7,6
2012289,884,8,8,4
2012290,974,9,7,4
2012291,021,0,2,1
2012292,203,2,0,3
2012293,086,0,8,6
2012294,137,1,3,7
2012295,295,2,9,5
2012296,489,4,8,9
2012297,814,8,1,4
2012298,833,8,3,3
2012299,087,0,8,7
2012300,954,9,5,4
2012301,579,5,7,9
2012302,343,3,4,3
2012303,585,5,8,5
2012304,419,4,1,9
2012305,721,7,2,1
2012306,337,3,3,7
2012307,687,6,8,7
2012308,299,2,9,9
2012309,287,2,8,7
2012310,644,6,4,4
2012311,644,6,4,4
2012312,056,0,5,6
2012313,138,1,3,8
2012314,624,6,2,4
2012315,007,0,0,7
2012316,708,7,0,8
2012317,177,1,7,7
2012318,836,8,3,6
2012319,051,0,5,1
2012320,009,0,0,9
2012321,133,1,3,3
2012322,176,1,7,6
2012323,899,8,9,9
2012324,888,8,8,8
2012325,104,1,0,4
2012326,896,8,9,6
2012327,446,4,4,6
2012328,814,8,1,4
2012329,611,6,1,1
2012330,219,2,1,9
2012331,089,0,8,9
2012332,822,8,2,2
2012333,025,0,2,5
2012334,524,5,2,4
2012335,893,8,9,3
2012336,557,5,5,7
2012337,462,4,6,2
2012338,331,3,3,1
2012339,274,2,7,4
2012340,654,6,5,4
2012341,472,4,7,2
2012342,492,4,9,2
2012343,722,7,2,2
2012344,488,4,8,8
2012345,390,3,9,0
2012346,437,4,3,7
2012347,419,4,1,9
2012348,821,8,2,1
2012349,041,0,4,1
2012350,896,8,9,6
2012351,992,9,9,2
2012352,944,9,4,4
2012353,469,4,6,9
2012354,183,1,8,3
2012355,369,3,6,9
2012356,462,4,6,2
2012357,111,1,1,1
2012358,012,0,1,2
2012359,146,1,4,6
