issue,prize,hundred,ten,unit
2018159,294,2,9,4
2018160,108,1,0,8
2018161,473,4,7,3
2018162,260,2,6,0
2018163,570,5,7,0
2018164,610,6,1,0
2018165,302,3,0,2
2018166,061,0,6,1
2018167,132,1,3,2
2018168,275,2,7,5
2018169,716,7,1,6
2018170,127,1,2,7
2018171,297,2,9,7
2018172,247,2,4,7
2018173,242,2,4,2
2018174,019,0,1,9
2018175,612,6,1,2
2018176,207,2,0,7
2018177,222,2,2,2
2018178,528,5,2,8
2018179,713,7,1,3
2018180,433,4,3,3
2018181,573,5,7,3
2018182,400,4,0,0
2018183,844,8,4,4
2018184,261,2,6,1
2018185,696,6,9,6
2018186,350,3,5,0
2018187,507,5,0,7
2018188,068,0,6,8
2018189,269,2,6,9
2018190,031,0,3,1
2018191,340,3,4,0
2018192,939,9,3,9
2018193,382,3,8,2
2018194,605,6,0,5
2018195,484,4,8,4
2018196,332,3,3,2
2018197,133,1,3,3
2018198,893,8,9,3
2018199,442,4,4,2
2018200,598,5,9,8
2018201,629,6,2,9
2018202,224,2,2,4
2018203,216,2,1,6
2018204,713,7,1,3
2018205,298,2,9,8
2018206,267,2,6,7
2018207,006,0,0,6
2018208,175,1,7,5
2018209,100,1,0,0
2018210,956,9,5,6
2018211,893,8,9,3
2018212,515,5,1,5
2018213,355,3,5,5
2018214,817,8,1,7
2018215,939,9,3,9
2018216,890,8,9,0
2018217,856,8,5,6
2018218,877,8,7,7
2018219,871,8,7,1
2018220,208,2,0,8
2018221,598,5,9,8
2018222,323,3,2,3
2018223,197,1,9,7
2018224,791,7,9,1
2018225,648,6,4,8
2018226,929,9,2,9
2018227,088,0,8,8
2018228,829,8,2,9
2018229,443,4,4,3
2018230,764,7,6,4
2018231,516,5,1,6
2018232,531,5,3,1
2018233,111,1,1,1
2018234,505,5,0,5
2018235,584,5,8,4
2018236,703,7,0,3
2018237,157,1,5,7
2018238,392,3,9,2
2018239,837,8,3,7
2018240,492,4,9,2
2018241,170,1,7,0
2018242,097,0,9,7
2018243,790,7,9,0
2018244,649,6,4,9
2018245,051,0,5,1
2018246,916,9,1,6
2018247,303,3,0,3
2018248,939,9,3,9
2018249,289,2,8,9
2018250,917,9,1,7
2018251,030,0,3,0
2018252,578,5,7,8
2018253,852,8,5,2
2018254,021,0,2,1
2018255,710,7,1,0
2018256,147,1,4,7
2018257,603,6,0,3
2018258,045,0,4,5
2018259,149,1,4,9
2018260,664,6,6,4
2018261,352,3,5,2
2018262,367,3,6,7
2018263,452,4,5,2
2018264,190,1,9,0
2018265,180,1,8,0
2018266,697,6,9,7
2018267,105,1,0,5
2018268,187,1,8,7
2018269,426,4,2,6
2018270,959,9,5,9
2018271,775,7,7,5
2018272,078,0,7,8
2018273,624,6,2,4
2018274,656,6,5,6
2018275,393,3,9,3
2018276,418,4,1,8
2018277,025,0,2,5
2018278,812,8,1,2
2018279,645,6,4,5
2018280,951,9,5,1
2018281,106,1,0,6
2018282,780,7,8,0
2018283,899,8,9,9
2018284,858,8,5,8
2018285,080,0,8,0
2018286,931,9,3,1
2018287,051,0,5,1
2018288,274,2,7,4
2018289,913,9,1,3
2018290,535,5,3,5
2018291,639,6,3,9
2018292,459,4,5,9
2018293,151,1,5,1
2018294,832,8,3,2
2018295,168,1,6,8
2018296,030,0,3,0
2018297,461,4,6,1
2018298,253,2,5,3
2018299,489,4,8,9
2018300,094,0,9,4
2018301,901,9,0,1
2018302,199,1,9,9
2018303,608,6,0,8
2018304,020,0,2,0
2018305,190,1,9,0
2018306,000,0,0,0
2018307,648,6,4,8
2018308,412,4,1,2
2018309,743,7,4,3
2018310,367,3,6,7
2018311,864,8,6,4
2018312,115,1,1,5
2018313,383,3,8,3
2018314,867,8,6,7
2018315,773,7,7,3
2018316,731,7,3,1
2018317,299,2,9,9
2018318,346,3,4,6
2018319,408,4,0,8
2018320,329,3,2,9
2018321,829,8,2,9
2018322,434,4,3,4
2018323,265,2,6,5
2018324,034,0,3,4
2018325,644,6,4,4
2018326,531,5,3,1
2018327,068,0,6,8
2018328,629,6,2,9
2018329,601,6,0,1
2018330,236,2,3,6
2018331,458,4,5,8
2018332,965,9,6,5
2018333,836,8,3,6
2018334,454,4,5,4
2018335,359,3,5,9
2018336,210,2,1,0
2018337,558,5,5,8
2018338,575,5,7,5
2018339,841,8,4,1
2018340,695,6,9,5
2018341,030,0,3,0
2018342,078,0,7,8
2018343,974,9,7,4
2018344,887,8,8,7
2018345,478,4,7,8
2018346,596,5,9,6
2018347,471,4,7,1
2018348,144,1,4,4
2018349,494,4,9,4
2018350,892,8,9,2
2018351,318,3,1,8
2018352,068,0,6,8
2018353,691,6,9,1
2018354,469,4,6,9
2018355,378,3,7,8
2018356,188,1,8,8
2018357,922,9,2,2
2018358,329,3,2,9
